City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Cidreira,-30.1811,-50.2056,65.97,77,100,12.53,BR,1651716237
Nanortalik,60.1432,-45.2371,31.21,87,100,6.33,GL,1651716471
Hobyo,5.3505,48.5268,83.07,72,77,14.85,SO,1651716382
Nhulunbuy,-12.2333,136.7667,88.41,66,75,14.97,AU,1651716472
Esim,4.8699,-2.2405,79.84,86,100,5.35,GH,1651716231
Viranşehir,37.2353,39.7631,55.04,87,42,6.73,TR,1651716472
Pevek,69.7008,170.3133,23.63,81,100,7.25,RU,1651716473
New Norfolk,-42.7826,147.0587,56.91,80,66,3.56,AU,1651716419
Castro,-24.7911,-50.0119,48.7,96,1,5.46,BR,1651716195
Bethel,41.3712,-73.414,57.36,89,63,4.99,US,1651716238
Cape Town,-33.9258,18.4232,58.12,90,100,4.61,ZA,1651716474
Souillac,-20.5167,57.5167,75.83,83,72,18.61,MU,1651716397
Mapiripán,2.8892,-72.1256,74.57,96,97,4.45,CO,1651716474
Constitución,-35.3333,-72.4167,55.96,78,89,2.24,CL,1651716474
Maceió,-9.6658,-35.7353,78.24,88,20,2.3,BR,1651716475
Port Alfred,-33.5906,26.891,64.6,83,93,5.19,ZA,1651716260
Bluff,-46.6,168.3333,63.81,71,60,4.7,NZ,1651716475
Jamestown,42.097,-79.2353,52.02,93,100,1.01,US,1651716480
Ancud,-41.8697,-73.8203,53.82,98,100,6.35,CL,1651716480
Huarmey,-10.0681,-78.1522,66.2,85,82,7.25,PE,1651716481
Oranjemund,-28.55,16.4333,64.85,49,1,3.0,NA,1651716481
Lorengau,-2.0226,147.2712,83.86,78,79,5.93,PG,1651716482
Tuatapere,-46.1333,167.6833,64.42,69,99,4.92,NZ,1651716450
Vila Franca do Campo,37.7167,-25.4333,63.01,79,100,6.89,PT,1651716482
Tuktoyaktuk,69.4541,-133.0374,26.6,86,100,14.97,CA,1651716483
Katsuura,35.1333,140.3,68.99,70,100,12.77,JP,1651716483
Orsha,54.5153,30.4053,32.27,56,16,4.79,BY,1651716231
Kumul,42.8,93.45,80.71,22,100,12.35,CN,1651716472
Fougamou,-1.2154,10.5838,74.28,99,100,2.82,GA,1651716484
Leningradskiy,69.3833,178.4167,22.91,87,83,11.43,RU,1651716484
Tiksi,71.6872,128.8694,17.35,92,100,4.14,RU,1651716270
Kuybyshevo,47.8123,38.9073,50.54,73,100,4.61,RU,1651716485
Hambantota,6.1241,81.1185,79.14,100,20,3.44,LK,1651716349
Okha,53.5739,142.9478,37.13,88,100,18.19,RU,1651716486
Terrace,54.5163,-128.6035,43.3,91,100,3.02,CA,1651716282
Mikhaylovka,50.06,43.2379,46.71,93,92,11.27,RU,1651716486
Vaini,-21.2,-175.2,78.96,78,40,5.75,TO,1651716487
Brawley,32.9787,-115.5303,91.02,11,0,4.61,US,1651716487
Ugoofaaru,5.6667,73.0,85.12,71,100,14.92,MV,1651716441
Bredasdorp,-34.5322,20.0403,58.14,92,100,3.53,ZA,1651716261
Lebu,-37.6167,-73.65,53.87,96,50,9.93,CL,1651716202
Khatanga,71.9667,102.5,19.87,86,53,10.25,RU,1651716488
Palmer,42.1584,-72.3287,54.25,89,100,3.44,US,1651716489
Saldanha,-33.0117,17.9442,60.13,70,50,2.91,ZA,1651716257
Necochea,-38.5473,-58.7368,55.29,68,82,11.77,AR,1651716489
Tacuarembó,-31.7333,-55.9833,57.27,77,85,3.51,UY,1651716490
Hobart,-42.8794,147.3294,57.25,74,40,6.91,AU,1651716490
Spencer,43.1414,-95.1444,51.71,79,99,5.77,US,1651716491
Les Cayes,18.2,-73.75,78.03,84,44,5.93,HT,1651716491
Bail-Hongal,15.8167,74.8667,74.44,63,67,7.63,IN,1651716493
Ucluelet,48.9329,-125.5528,46.09,88,100,1.01,CA,1651716493
Harrison,30.4091,-89.0436,78.87,82,0,8.05,US,1651716493
Ilulissat,69.2167,-51.1,15.82,62,75,0.0,GL,1651716413
Avarua,-21.2078,-159.775,84.25,70,75,8.05,CK,1651716494
Thompson,55.7435,-97.8558,31.87,96,100,7.81,CA,1651716494
Mar del Plata,-38.0023,-57.5575,55.94,70,100,14.0,AR,1651716495
Boralday,43.3578,76.8594,62.46,88,100,4.47,KZ,1651716495
São João da Barra,-21.6403,-41.0511,76.86,88,71,16.11,BR,1651716397
Butaritari,3.0707,172.7902,81.36,77,28,13.02,KI,1651716496
Yefremov,53.1481,38.0992,32.99,79,0,8.16,RU,1651716496
Carrboro,35.9101,-79.0753,73.29,85,53,1.79,US,1651716497
Mayumba,-3.432,10.6554,74.43,96,100,11.32,GA,1651716497
Aasiaat,68.7098,-52.8699,14.05,94,96,4.03,GL,1651716498
Manturovo,58.3353,44.7619,29.32,79,93,6.29,RU,1651716499
Dingle,10.9995,122.6711,87.19,64,100,12.77,PH,1651716499
Krasnyye Baki,57.131,45.1599,29.53,81,16,7.78,RU,1651716499
Qaanaaq,77.484,-69.3632,17.74,91,100,3.53,GL,1651716500
Bonavista,48.6499,-53.1147,37.29,92,100,12.82,CA,1651716500
Bengkulu,-3.8004,102.2655,81.21,74,79,4.94,ID,1651716501
Moerai,-22.4333,-151.3333,79.0,83,100,15.05,PF,1651716501
San Cristobal,7.7669,-72.225,75.38,81,100,2.08,VE,1651716502
Calvinia,-31.4707,19.776,63.36,25,11,5.68,ZA,1651716502
Dauphin,51.1494,-100.0502,55.36,66,69,8.75,CA,1651716503
Narsaq,60.9167,-46.05,35.82,52,100,5.95,GL,1651716488
Tecolutla,20.4833,-97.0167,79.77,90,5,13.62,MX,1651716503
Klaksvík,62.2266,-6.589,43.72,72,67,13.73,FO,1651716504
Bambous Virieux,-20.3428,57.7575,76.21,81,34,19.93,MU,1651716504
Port Hardy,50.6996,-127.4199,42.15,95,100,2.44,CA,1651716504
Hermanus,-34.4187,19.2345,61.36,80,16,4.38,ZA,1651716505
Arrondissement de Beauvais,49.4167,2.0,50.25,89,100,5.75,FR,1651716505
Paris,48.8534,2.3488,54.37,84,0,6.91,FR,1651716480
Gangtok,27.3333,88.6167,61.3,83,78,2.28,IN,1651716506
Bariloche,-41.1456,-71.3082,49.75,76,20,12.66,AR,1651716506
América Dourada,-11.4553,-41.4361,70.16,85,6,8.03,BR,1651716507
Margate,51.3813,1.3862,51.87,88,10,3.0,GB,1651716507
Tiruchchendur,8.4833,78.1167,82.69,67,100,4.65,IN,1651716508
Alofi,-19.0595,-169.9187,80.49,74,16,8.05,NU,1651716508
Port Elizabeth,-33.918,25.5701,61.11,100,75,5.75,ZA,1651716508
Sioux Lookout,50.1001,-91.917,36.48,97,20,4.45,CA,1651716509
Waipawa,-41.4122,175.5153,64.02,59,0,4.79,NZ,1651716509
Luanda,-8.8368,13.2343,76.39,80,88,7.74,AO,1651716287
Ilhabela,-23.7781,-45.3581,68.49,66,18,11.14,BR,1651716510
Kargasok,59.0556,80.8572,45.55,53,100,10.36,RU,1651716275
Buchanan,5.8808,-10.0467,79.66,86,80,2.19,LR,1651716327
Panama City,8.9936,-79.5197,80.44,81,100,4.47,PA,1651716331
Ukiah,39.1502,-123.2078,80.49,36,0,6.91,US,1651716302
Tahe,52.3333,124.7333,49.75,36,100,3.29,CN,1651716510
Cabo San Lucas,22.8909,-109.9124,76.3,68,0,11.5,MX,1651716368
Saint Paul Harbor,57.79,-152.4072,44.11,81,100,3.44,US,1651716511
Agudos,-22.4692,-48.9875,52.14,87,0,2.84,BR,1651716511
Vanimo,-2.6741,141.3028,87.08,66,88,4.79,PG,1651716512
Am Timan,11.0297,20.2827,81.63,60,100,4.99,TD,1651716512
La Libertad,-2.2333,-80.9,73.09,79,100,6.35,EC,1651716513
Acajutla,13.5928,-89.8275,81.64,79,95,3.74,SV,1651716267
Biała Podlaska,52.0324,23.1165,39.83,62,18,10.18,PL,1651716305
Barra de Tecoanapa,16.5167,-98.75,80.67,63,100,5.61,MX,1651716513
Pitimbu,-7.4706,-34.8086,77.59,84,44,11.3,BR,1651716514
Hofn,64.2539,-15.2082,40.86,71,100,3.56,IS,1651716514
Belmonte,-15.8631,-38.8828,78.17,86,0,10.36,BR,1651716514
Paamiut,61.994,-49.6678,24.91,59,100,8.7,GL,1651716515
Morón,-34.6534,-58.6198,58.98,84,62,5.03,AR,1651716515
Isangel,-19.55,169.2667,81.25,70,7,7.76,VU,1651716467
Qujing,25.4833,103.7833,57.43,78,100,5.82,CN,1651716516
Qinhuangdao,39.9317,119.5883,70.68,45,8,19.44,CN,1651716516
Russell,32.3502,-85.1999,78.4,88,0,0.0,US,1651716516
Mahébourg,-20.4081,57.7,76.24,81,33,20.29,MU,1651716517
Kaitangata,-46.2817,169.8464,63.68,55,11,1.7,NZ,1651716459
Ponta do Sol,32.6667,-17.1,64.0,70,26,6.64,PT,1651716517
Zhangjiakou,40.81,114.8794,76.08,16,99,6.38,CN,1651716518
Cardston,49.2,-113.3019,56.97,56,100,10.87,CA,1651716518
Tabou,4.423,-7.3528,80.67,82,73,3.8,CI,1651716269
Derzhavīnsk,51.1,66.3167,53.06,55,93,8.28,KZ,1651716519
Stornoway,58.2093,-6.3865,48.92,97,75,14.97,GB,1651716519
Rosetta,31.4044,30.4164,62.91,76,0,14.54,EG,1651716520
Yellowknife,62.456,-114.3525,37.56,100,100,5.99,CA,1651716520
Serebryansk,49.6925,83.2892,54.05,52,96,4.38,KZ,1651716520
Kharp,66.8014,65.8081,18.23,84,18,9.44,RU,1651716521
Hithadhoo,-0.6,73.0833,82.9,76,100,21.54,MV,1651716521
Chokurdakh,70.6333,147.9167,22.93,82,100,4.83,RU,1651716521
Zeya,53.75,127.2667,49.87,35,100,5.95,RU,1651716522
Carnarvon,-24.8667,113.6333,79.79,37,0,23.15,AU,1651716254
Kibala,9.1104,18.3463,77.49,71,100,3.69,TD,1651716522
Kalabo,-14.97,22.6814,58.44,75,1,6.08,ZM,1651716523
Dwārka,22.2394,68.9678,82.36,79,11,10.6,IN,1651716523
Iracoubo,5.4802,-53.2011,75.81,89,100,3.65,GF,1651716524
Fuxin,42.0156,121.6589,77.99,25,93,22.19,CN,1651716524
Takoradze,4.8845,-1.7554,79.75,86,100,7.38,GH,1651716524
Esperance,-33.8667,121.9,60.8,61,94,11.9,AU,1651716436
Vao,-22.6667,167.4833,75.6,76,19,15.01,NC,1651716381
Kamaishi,39.2667,141.8833,61.63,53,15,6.4,JP,1651716525
Yaan,7.3833,8.5667,76.21,77,100,5.73,NG,1651716525
Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,78.6,15,100,6.85,CN,1651716526
Hermiston,45.8404,-119.2895,76.19,38,0,4.61,US,1651716526
Urazovo,50.0836,38.0395,40.87,80,53,13.87,RU,1651716527
Kruisfontein,-34.0033,24.7314,58.89,89,89,4.85,ZA,1651716527
Padang,-0.9492,100.3543,82.45,68,75,1.99,ID,1651716379
Borogontsy,62.6683,131.1683,33.46,100,100,1.36,RU,1651716527
Aklavik,68.2191,-135.0107,30.38,83,100,12.62,CA,1651716528
Nambucca Heads,-30.65,153.0,71.17,84,100,1.97,AU,1651716528
Flin Flon,54.7682,-101.865,32.94,98,100,5.64,CA,1651716312
Coruripe,-10.1256,-36.1756,77.25,87,45,8.52,BR,1651716529
Khor,47.8861,134.9464,64.13,44,100,10.69,RU,1651716529
Varzob,38.7737,68.8178,58.73,75,31,5.91,TJ,1651716530
Lavrentiya,65.5833,-171.0,29.32,77,35,5.55,RU,1651716530
George Town,5.4112,100.3354,85.95,79,20,0.0,MY,1651716530
Santa Isabel,-23.3156,-46.2214,60.1,77,0,9.71,BR,1651716531
Megion,61.0296,76.1136,50.02,55,82,18.16,RU,1651716531
Shahreza,32.0339,51.8794,61.47,29,37,5.86,IR,1651716532
Baharly,38.4362,57.4316,70.11,57,1,2.73,TM,1651716532
Fortuna,40.5982,-124.1573,55.92,85,20,6.91,US,1651716532
Kirakira,-10.4544,161.9205,82.09,79,36,5.46,SB,1651716533
Beloha,-25.1667,45.05,65.05,91,62,8.37,MG,1651716456
Tucumã,-0.1833,-50.05,75.38,95,100,4.72,BR,1651716240
Frankfort,-27.2667,28.4833,48.4,65,0,3.58,ZA,1651716533
Guerrero Negro,27.9769,-114.0611,60.37,77,0,17.4,MX,1651716534
Vardø,70.3705,31.1107,27.7,65,88,9.08,NO,1651716534
High Rock,26.6208,-78.2833,73.42,76,1,3.56,BS,1651716535
Longyearbyen,78.2186,15.6401,19.24,68,40,2.3,SJ,1651716253
Tezu,27.9167,96.1667,79.23,57,70,2.71,IN,1651716535
Pemangkat,1.1667,108.9667,82.42,76,100,6.08,ID,1651716445
Nelson Bay,-32.7167,152.15,71.1,81,36,1.99,AU,1651716272
Cherskiy,68.75,161.3,33.17,99,100,4.54,RU,1651716536
Hibbing,47.4272,-92.9377,51.15,39,0,8.05,US,1651716536
Pisco,-13.7,-76.2167,63.01,91,4,1.68,PE,1651716317
Codrington,-38.2667,141.9667,54.77,59,92,7.92,AU,1651716536
Talnakh,69.4865,88.3972,34.21,99,100,18.23,RU,1651716537
Ribeira Grande,38.5167,-28.7,62.55,86,100,18.79,PT,1651716537
Garachiné,8.0647,-78.3628,79.77,87,100,9.19,PA,1651716538
Praia da Vitória,38.7333,-27.0667,62.76,94,40,10.8,PT,1651716538
Provideniya,64.3833,-173.3,28.51,80,40,8.95,RU,1651716302
Saint George,37.1041,-113.5841,74.62,22,0,14.97,US,1651716534
Kaeo,-35.1,173.7833,66.33,88,23,10.74,NZ,1651716539
Arraial do Cabo,-22.9661,-42.0278,75.18,87,82,10.29,BR,1651716539
Esterhazy,50.65,-102.0843,57.25,53,20,8.63,CA,1651716540
Kisi,9.0833,3.85,75.31,85,90,5.64,NG,1651716540
Shache,38.4167,77.2406,75.06,23,100,5.61,CN,1651716540
La Ronge,55.1001,-105.2842,41.38,78,98,12.71,CA,1651716541
Honiara,-9.4333,159.95,86.34,65,26,4.65,SB,1651716541
Turtas,58.9417,69.1325,50.0,47,22,10.8,RU,1651716542
Geraldton,-28.7667,114.6,70.21,37,0,29.93,AU,1651716484
Port Lincoln,-34.7333,135.8667,57.74,54,96,19.95,AU,1651716542
Władysławowo,54.7909,18.4009,52.93,61,100,12.8,PL,1651716543
Westport,41.1415,-73.3579,59.38,91,20,0.0,US,1651716301
Karasjok,69.4719,25.5112,7.34,100,96,2.33,NO,1651716543
Poum,-20.2333,164.0167,78.57,78,9,7.38,NC,1651716544
Ca Mau,9.1769,105.15,86.29,68,99,12.55,VN,1651716545
Hong Kong,22.2855,114.1577,81.97,70,100,11.99,HK,1651716496
Udachny,66.4167,112.4,32.45,46,100,13.89,RU,1651716545
Rocha,-34.4833,-54.3333,52.05,93,0,4.74,UY,1651716546
Sibolga,1.7427,98.7792,81.05,79,100,1.34,ID,1651716546
Chui,-33.6971,-53.4616,56.01,82,0,3.71,UY,1651716547
Sharjah city,25.3573,55.4033,75.49,78,0,8.05,AE,1651716547
San Javier,37.8063,-0.8374,59.99,75,99,10.36,ES,1651716548
Solton,52.8429,86.4787,44.6,43,100,5.44,RU,1651716548
Simijaca,5.5029,-73.8523,51.01,95,100,5.37,CO,1651716548
Mahrīz,31.5917,54.4318,63.1,22,0,5.19,IR,1651716549
Egvekinot,66.3167,-179.1667,24.19,73,65,3.53,RU,1651716467
Hamilton,39.1834,-84.5333,57.72,83,100,8.05,US,1651716251
Ventspils,57.3894,21.5606,35.53,75,0,1.14,LV,1651716550
Dikson,73.5069,80.5464,28.4,91,100,19.3,RU,1651716550
Algiers,36.7525,3.042,60.62,94,75,5.75,DZ,1651716345
Nikolskoye,59.7035,30.7861,39.09,64,94,6.87,RU,1651716551
Bontang,0.1333,117.5,83.21,69,39,6.82,ID,1651716487
Bad Mergentheim,49.4925,9.7736,52.95,100,75,2.3,DE,1651716552
Archidona,37.0965,-4.3887,53.67,86,15,4.07,ES,1651716552
Catalina,32.5056,-110.9211,80.46,12,0,6.42,US,1651716553
Airai,-8.9266,125.4092,74.82,55,100,4.05,TL,1651716445
Bodden Town,19.2833,-81.25,81.93,80,20,10.36,KY,1651716553
Nantucket,41.2835,-70.0995,53.74,98,100,8.05,US,1651716488
Isetskoye,56.4858,65.3226,49.24,49,22,7.11,RU,1651716554
Zhangye,38.9342,100.4517,76.59,12,14,9.64,CN,1651716554
Yangi Marg`ilon,40.4272,71.7189,66.92,72,20,6.91,UZ,1651716472
Denpasar,-8.65,115.2167,85.71,79,20,6.91,ID,1651716506
Torbay,47.6666,-52.7314,40.75,89,100,8.01,CA,1651716342
Samaná,19.2056,-69.3369,76.41,84,59,10.96,DO,1651716555
Saulkrasti,57.2622,24.4147,31.95,53,100,7.07,LV,1651716555
Matamoros,25.5333,-103.25,95.11,6,0,9.22,MX,1651716556
Bambanglipuro,-7.95,110.2833,82.02,77,96,3.53,ID,1651716556
Kamenka,51.3223,42.7678,40.55,85,60,14.36,RU,1651716535
Biltine,14.5333,20.9167,90.16,27,90,4.21,TD,1651716557
San Jerónimo,-11.9472,-75.2829,47.08,85,9,2.86,PE,1651716528
Kieta,-6.2167,155.6333,86.14,66,28,4.21,PG,1651716558
Barguzin,53.6167,109.6167,39.99,43,55,11.92,RU,1651716558
Borşa,47.6553,24.6633,40.19,90,85,4.07,RO,1651716559
Port Hedland,-20.3167,118.5667,80.65,32,3,21.85,AU,1651716559
Santa Rosa,14.3122,121.1114,89.58,67,20,6.62,PH,1651716560
Biak,-0.9131,122.8766,83.91,68,87,3.42,ID,1651716560
Novoorsk,51.381,58.9813,48.85,69,6,4.09,RU,1651716561
São José dos Pinhais,-25.5347,-49.2064,56.84,90,75,11.5,BR,1651716561
Ulaanbaatar,47.9077,106.8832,37.53,52,75,20.13,MN,1651716341
Mogadishu,2.0371,45.3438,80.4,79,92,13.27,SO,1651716562
Kandi,11.1342,2.9386,82.2,58,100,5.32,BJ,1651716562
Puerto Guzmán,0.9703,-76.5858,72.0,96,87,3.76,CO,1651716563
Aras,42.5617,-2.356,45.01,87,0,4.61,ES,1651716563
Kidal,18.4411,1.4078,85.03,9,19,11.63,ML,1651716426
Brownsville,25.9018,-97.4975,81.09,84,17,8.99,US,1651716564
Tahoua,14.8888,5.2692,85.37,18,100,2.28,NE,1651716292
Mercedes,-34.6515,-59.4307,52.03,80,67,7.9,AR,1651716564
Yar-Sale,66.8333,70.8333,20.16,80,76,11.48,RU,1651716449
Caxito,-8.5785,13.6643,72.99,94,77,3.53,AO,1651716549
Barcelos,41.5388,-8.6151,60.85,78,20,4.54,PT,1651716565
Campbell River,50.0163,-125.2446,48.45,94,100,5.37,CA,1651716426
Juneau,58.3019,-134.4197,44.98,96,100,17.27,US,1651716565
Bridlington,54.0831,-0.1919,48.15,88,13,8.9,GB,1651716566
Adrar,20.5022,-10.0711,76.42,19,10,9.55,MR,1651716505
Port Said,31.2565,32.2841,65.98,68,0,19.39,EG,1651716566
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,52.03,85,0,5.03,AR,1651716567
Kiryat Gat,31.61,34.7642,61.48,100,18,8.32,IL,1651716508
Zyryanka,65.75,150.85,35.73,84,96,10.4,RU,1651716568
Pampas,-12.4,-74.9,47.61,94,35,1.88,PE,1651716568
Manjacaze,-24.7117,33.8828,63.19,92,21,3.04,MZ,1651716568
Khovd,48.0056,91.6419,46.26,26,38,4.41,MN,1651716569
Terney,45.0503,136.6092,46.62,72,36,5.84,RU,1651716569
Saint-Leu,-21.15,55.2833,74.26,74,10,5.35,RE,1651716570
La Crosse,43.8014,-91.2396,55.53,62,0,0.0,US,1651716570
Kahului,20.8947,-156.47,78.96,88,40,15.01,US,1651716383
Muscat,23.6139,58.5922,82.63,57,0,7.18,OM,1651716290
Severo-Kuril'sk,50.6789,156.125,35.74,90,76,10.0,RU,1651716571
Trairi,-3.2778,-39.2689,76.33,90,84,6.4,BR,1651716571
Touros,-5.1989,-35.4608,76.12,93,99,11.01,BR,1651716377
Lethem,3.3803,-59.7968,76.87,78,100,4.25,GY,1651716572
Isla Vista,34.4133,-119.861,77.99,59,0,1.99,US,1651716572
West Bay,19.3667,-81.4167,82.0,83,20,10.36,KY,1651716572
Bulungu,-4.55,18.6,71.33,83,22,3.09,CD,1651716573
Banjar,-8.19,114.9675,86.7,67,96,1.63,ID,1651716573
Kurchum,48.5722,83.6542,58.01,47,100,3.98,KZ,1651716574
Mahabalipuram,12.6264,80.1722,87.85,72,71,8.79,IN,1651716574
Lagoa,39.05,-27.9833,61.16,87,100,19.55,PT,1651716574
Abu Samrah,35.3029,37.1841,56.98,74,0,20.49,SY,1651716575
Griffith,41.5284,-87.4237,49.1,86,0,6.91,US,1651716420
Meybod,32.2501,54.0166,68.02,20,0,6.67,IR,1651716575
Bo Rai,12.5728,102.5371,83.73,78,97,4.65,TH,1651716576
Armação de Pêra,37.1026,-8.357,63.09,70,0,7.4,PT,1651716576
Aykhal,66.0,111.5,25.45,86,98,9.93,RU,1651716576
Sawtell,-30.3833,153.1,71.19,78,100,9.22,AU,1651716577
Adana Province,36.985,35.2881,62.62,88,75,3.44,TR,1651716560
Wakefield,53.6809,-1.499,49.5,90,61,5.79,GB,1651716359
Shakawe,-18.3667,21.85,61.7,53,79,4.79,BW,1651716577
Kenai,60.5544,-151.2583,54.03,36,75,13.8,US,1651716578
Naze,28.3667,129.4833,68.92,90,100,10.65,JP,1651716578
Pemba,-12.974,40.5178,72.59,81,10,13.49,MZ,1651716579
Broome,42.2506,-75.833,55.2,92,100,10.36,US,1651716579
Abay,49.6311,72.8539,44.98,60,1,3.04,KZ,1651716579
Peniche,39.3558,-9.3811,57.56,94,6,8.41,PT,1651716580
Namatanai,-3.6667,152.4333,84.33,72,93,9.6,PG,1651716580
Muroto-misakicho,33.2833,134.15,66.33,65,100,4.7,JP,1651716581
Avera,33.194,-82.5271,75.54,80,53,6.53,US,1651716421
Tautira,-17.7333,-149.15,81.5,78,44,12.66,PF,1651716581
Vallenar,-28.5708,-70.7581,59.95,73,51,1.95,CL,1651716581
Tamandaré,-8.7597,-35.1047,77.83,87,49,7.23,BR,1651716582
Bonthe,7.5264,-12.505,79.95,84,59,2.46,SL,1651716582
Qasigiannguit,68.8193,-51.1922,16.05,97,52,5.77,GL,1651716379
Jalu,29.0331,21.5482,65.91,32,8,7.96,LY,1651716583
Kaili,-3.4626,120.2147,79.88,65,99,3.76,ID,1651716583
Saint-Paul,-21.0096,55.2707,75.31,78,15,1.48,RE,1651716583
Pedernales,18.0384,-71.744,79.72,74,60,5.88,DO,1651716584
Xining,36.6167,101.7667,61.88,23,0,2.68,CN,1651716584
Ormara,25.2088,64.6357,79.97,76,0,4.5,PK,1651716585
Bathsheba,13.2167,-59.5167,79.41,83,40,14.97,BB,1651716585
Charters Towers,-20.1,146.2667,83.03,49,0,3.29,AU,1651716586
Bāglung,28.2719,83.5898,68.56,79,48,2.44,NP,1651716586
Kavieng,-2.5744,150.7967,85.3,72,99,13.35,PG,1651716587
Nome,64.5011,-165.4064,41.16,80,0,5.75,US,1651716587
Safi,32.2994,-9.2372,60.96,90,0,12.03,MA,1651716588
Bitung,1.4451,125.1824,92.25,69,46,3.89,ID,1651716588
Lakatoro,-16.0999,167.4164,82.51,75,20,3.76,VU,1651716546
Henties Bay,-22.116,14.2845,72.72,40,0,6.44,NA,1651716588
Burnie,-41.0667,145.9167,59.94,49,69,8.14,AU,1651716589
Iqaluit,63.7506,-68.5145,1.99,85,11,7.7,CA,1651716589
High Level,58.5169,-117.136,55.51,47,75,11.5,CA,1651716590
Marzuq,14.4,46.4667,72.79,17,0,4.09,YE,1651716590
Corner Brook,48.9667,-57.9484,41.9,93,100,4.47,CA,1651716359
Carutapera,-1.195,-46.02,75.36,95,51,4.79,BR,1651716590
Porosozero,62.7191,32.727,24.8,96,21,3.44,RU,1651716591
Krasne,49.9145,24.6134,42.48,62,75,6.11,UA,1651716591
Fujinomiya,35.2167,138.6167,78.58,57,100,5.99,JP,1651716559
New Ipswich,42.7481,-71.8542,49.69,96,100,1.01,US,1651716592
Punta Cardon,11.6581,-70.215,79.95,80,16,30.04,VE,1651716592
Vostok,46.4856,135.8833,62.91,43,59,5.64,RU,1651716592
Sinop Province,41.7711,34.8709,44.8,94,100,6.08,TR,1651716593
Paraná,-31.732,-60.5238,57.54,96,31,6.82,AR,1651716593
Tottori-shi,35.5,134.2333,69.87,52,0,11.5,JP,1651716594
Plainview,40.7765,-73.4673,61.5,79,100,3.44,US,1651716594
São Joaquim,-28.2939,-49.9317,49.48,98,100,8.32,BR,1651716594
Joshīmath,30.5667,79.5667,66.27,47,58,0.94,IN,1651716595
Cayenne,4.9333,-52.3333,79.09,1,75,0.0,GF,1651716595
Matagami,49.7502,-77.6328,35.71,60,0,5.75,CA,1651716596
Camaná,-16.6228,-72.7111,68.43,82,1,7.02,PE,1651716596
Sur,22.5667,59.5289,81.55,53,0,4.09,OM,1651716432
Nyurba,63.2842,118.3319,33.04,91,100,7.05,RU,1651716596
Hasaki,35.7333,140.8333,79.29,70,100,14.47,JP,1651716597
Rio Grande,-32.035,-52.0986,51.94,82,45,6.71,BR,1651716404
